,cluster,Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01016852,8,4
E01016853,2,7
E01016854,5,3
E01016855,8,5
E01016856,8,6
E01016857,6,5
E01016858,8,5
E01016859,1,7
E01016860,8,4
E01016861,8,4
E01016862,6,7
E01016863,9,1
E01016864,9,1
E01016865,10,1
E01016866,10,1
E01016867,9,1
E01016868,10,1
E01016869,5,4
E01016870,7,8
E01016871,6,6
E01016872,8,6
E01016873,5,3
E01016874,6,6
E01016875,7,9
E01016876,6,6
E01016877,6,6
E01016878,1,7
E01016879,5,3
E01016880,9,1
E01016881,5,3
E01016882,5,4
E01016883,1,7
E01016884,5,5
E01016885,9,1
E01016886,6,5
E01016887,6,6
E01016888,7,9
E01016889,1,7
E01016890,8,6
E01016891,8,4
E01016892,8,6
E01016893,7,8
E01016894,8,4
E01016895,9,1
E01016896,7,8
E01016897,7,8
E01016898,5,5
E01016899,7,7
E01016900,9,1
E01016901,7,8
E01016902,5,4
E01016903,7,8
E01016904,9,1
E01016905,4,2
E01016906,4,2
E01016907,5,3
E01016908,9,1
E01016909,5,3
E01016910,4,2
E01016911,5,2
E01016912,6,7
E01016913,1,7
E01016914,5,2
E01016915,9,1
E01016916,6,7
E01016917,7,8
E01016918,4,2
E01016919,5,3
E01016920,6,7
E01016921,5,3
E01016922,4,3
E01016923,6,8
E01016924,7,9
E01016925,6,5
E01016926,5,3
E01016927,6,6
E01016928,7,8
E01016929,7,8
E01016930,7,10
E01016931,1,8
E01016932,7,8
E01016933,6,7
E01016934,7,10
E01016935,6,6
E01016936,7,8
E01016937,5,3
E01016938,1,7
E01016939,7,10
E01016940,7,10
E01016941,8,2
E01016942,10,1
E01016943,8,6
E01016944,8,3
E01016945,8,2
E01016946,8,7
E01016947,10,1
E01016948,8,4
E01016949,4,2
E01016950,2,7
E01016951,8,4
E01016952,8,3
E01016953,8,6
E01016954,8,3
E01016955,8,4
E01016956,7,8
E01016957,1,6
E01016958,6,8
E01016959,7,9
E01016960,7,8
E01016961,6,7
E01016962,1,9
E01016963,8,6
E01016964,4,2
E01016966,8,5
E01016967,2,6
E01016968,8,6
E01016969,3,2
E01016970,1,7
E01016971,8,6
E01016972,7,8
E01016973,6,5
E01016974,6,5
E01016975,4,3
E01016976,6,7
E01016977,6,5
E01016978,4,2
E01016979,7,8
E01016980,7,9
E01016981,7,8
E01016982,7,10
E01016983,7,10
E01016984,7,10
E01016985,7,9
E01016986,6,5
E01016987,7,7
E01016988,6,5
E01016989,6,5
E01016990,6,6
E01016991,8,5
E01016992,7,9
E01016993,4,2
E01016994,6,6
E01016995,7,9
E01016996,8,6
E01016997,7,9
E01016998,7,10
E01016999,7,9
E01017000,7,9
E01017001,7,10
E01017002,7,9
E01017003,1,9
E01017004,6,7
E01017005,7,10
E01017006,7,8
E01017007,5,3
E01017008,6,8
E01017009,6,6
E01017010,7,8
E01017011,4,2
E01017012,6,6
E01017013,8,4
E01017014,8,5
E01017015,8,5
E01017016,8,5
E01017017,7,7
E01017018,8,5
E01017019,5,2
E01017020,8,4
E01017021,6,6
E01017022,8,4
E01017023,8,6
E01017024,8,5
E01017025,8,6
E01017026,8,7
E01017027,8,5
E01017028,8,5
E01017029,8,5
E01017030,8,5
E01017031,9,1
E01017032,4,1
E01017034,5,4
E01017035,10,1
E01017036,9,1
E01017037,10,1
E01017038,10,1
E01017039,9,1
E01017040,10,1
E01017041,8,6
E01017042,8,4
E01017043,8,5
E01017044,8,4
E01017045,8,4
E01017046,1,9
E01017047,8,6
E01017048,7,7
E01017049,8,6
E01017050,7,7
E01017051,4,2
E01017052,5,2
E01017053,4,2
E01017054,8,3
E01017055,8,5
E01017056,7,8
E01017057,7,8
E01017058,5,4
E01017059,7,8
E01017060,7,9
E01017061,7,9
E01017062,7,10
E01017063,7,10
E01017064,7,8
E01017066,6,6
E01017067,8,4
E01017068,8,4
E01017069,7,8
E01017070,8,6
E01017071,8,4
E01017072,8,6
E01017073,8,4
E01017074,8,5
E01017075,8,3
E01017076,8,3
E01017077,9,1
E01017078,8,3
E01017079,8,3
E01017080,8,3
E01017081,8,4
E01017082,8,3
E01017083,8,4
E01017084,8,5
E01017085,8,5
E01017086,7,7
E01017087,8,4
E01017088,8,4
E01017089,5,2
E01017090,8,4
E01017091,5,3
E01017092,8,6
E01017093,8,4
E01017094,7,7
E01017095,8,5
E01017096,8,5
E01017097,8,5
E01017098,8,3
E01017099,8,3
E01017100,8,6
E01017101,8,4
E01017102,4,1
E01017103,10,1
E01017104,8,3
E01017105,8,3
E01017106,5,2
E01017107,8,2
E01017108,4,2
E01017109,4,2
E01017110,8,4
E01017111,8,3
E01017112,9,1
E01017113,6,5
E01017114,2,6
E01017115,4,2
E01017116,3,2
E01017117,4,2
E01017118,9,1
E01017119,4,2
E01017120,9,1
E01017121,8,4
E01017122,8,4
E01017123,8,4
E01017124,8,5
E01017125,8,4
E01017126,8,5
E01017127,8,5
E01017128,8,4
E01017129,8,4
E01017130,9,1
E01017131,8,4
E01017132,4,2
E01017133,5,3
E01017135,8,4
E01017136,8,5
E01017137,8,5
E01017138,8,6
E01017139,4,2
E01017140,8,3
E01017142,1,7
E01017144,7,7
E01017145,1,8
E01017146,1,10
E01017147,7,9
E01017148,1,8
E01017149,5,3
E01017150,1,8
E01017151,8,4
E01017152,8,5
E01017153,4,2
E01017154,9,1
E01017155,4,1
E01017156,4,2
E01017157,8,5
E01017158,8,5
E01017159,8,5
E01017160,8,5
E01017162,5,4
E01017163,9,1
E01017164,8,4
E01017165,4,2
E01017166,9,1
E01017167,9,1
E01017168,4,2
E01017169,4,2
E01017170,5,3
E01017171,8,5
E01017172,8,4
E01017173,6,6
E01017174,6,6
E01017175,7,8
E01017176,6,6
E01017177,8,6
E01017178,7,8
E01017179,5,3
E01017180,1,8
E01017181,4,2
E01017182,4,2
E01017183,7,8
E01017184,5,3
E01017185,5,3
E01017186,4,2
E01017187,5,4
E01017188,4,2
E01017189,8,3
E01017190,7,8
E01017191,8,3
E01017192,8,4
E01017193,8,3
E01017194,8,3
E01017195,8,3
E01017196,7,8
E01017197,8,7
E01017198,5,4
E01017199,5,4
E01017200,8,6
E01017201,4,2
E01017202,4,2
E01017203,8,5
E01017204,6,5
E01017205,9,1
E01017206,8,4
E01017207,9,1
E01017208,4,1
E01017209,8,5
E01017210,9,1
E01017211,8,4
E01017212,6,6
E01017213,8,4
E01017214,6,6
E01017215,7,8
E01017216,4,2
E01017217,5,4
E01017218,4,2
E01017219,4,2
E01017220,5,3
E01017221,8,5
E01017222,8,4
E01017223,7,7
E01017224,8,6
E01017225,5,3
E01017226,7,8
E01017227,8,3
E01017228,8,3
E01017231,7,8
E01017232,7,9
E01017233,8,4
E01017234,8,4
E01017235,8,4
E01017236,4,1
E01017237,9,1
E01017238,4,2
E01017239,5,2
E01017240,9,1
E01017241,4,1
E01017242,8,3
E01017243,8,5
E01017244,4,2
E01017245,9,1
E01017246,8,3
E01017247,7,7
E01017248,7,9
E01017249,7,8
E01017250,9,1
E01017251,5,4
E01017252,7,8
E01017253,4,2
E01017254,8,4
E01017255,7,6
E01017256,6,6
E01017257,8,3
E01017258,5,4
E01017259,7,6
E01017260,5,4
E01017261,8,5
E01017262,5,4
E01017263,5,3
E01017264,5,3
E01017265,4,2
E01017266,8,2
E01017267,8,3
E01017270,5,3
E01017271,8,4
E01017272,4,2
E01017273,6,6
E01017274,9,1
E01017275,8,4
E01017276,4,2
E01017277,5,4
E01017278,8,4
E01017279,6,5
E01017280,9,1
E01017281,10,1
E01017282,5,4
E01017283,8,5
E01017284,7,9
E01017285,6,7
E01017286,7,8
E01017287,7,8
E01017288,6,7
E01017289,5,4
E01017290,2,4
E01017291,6,6
E01017292,6,7
E01017293,7,9
E01017294,8,7
E01017295,5,3
E01017296,2,4
E01017297,2,4
E01017298,8,5
E01017299,8,3
E01017300,8,6
E01017301,7,9
E01017302,7,8
E01017303,8,6
E01017304,5,5
E01017305,8,4
E01017306,5,5
E01017307,6,6
E01017308,5,4
E01017309,8,4
E01017310,6,5
E01017311,5,5
E01017312,5,4
E01017315,5,3
E01017316,1,7
E01017317,5,5
E01017318,4,3
E01017319,5,4
E01017320,6,7
E01017321,6,5
E01017322,4,2
E01017323,1,7
E01017324,6,5
E01017325,5,3
E01017326,5,3
E01017327,8,4
E01017328,4,2
E01017329,6,7
E01017331,4,1
E01017332,9,1
E01017333,6,4
E01017334,5,4
E01017335,5,3
E01017336,4,1
E01017337,4,3
E01017338,5,4
E01017339,5,4
E01017340,4,2
E01017341,5,3
E01017342,5,3
E01017343,4,2
E01017344,6,7
E01017345,4,2
E01017346,5,3
E01017347,5,3
E01017348,5,4
E01017349,5,3
E01017350,4,3
E01017351,1,7
E01017352,7,8
E01017353,2,5
E01017354,6,6
E01017355,6,5
E01017356,4,2
E01017357,5,4
E01017358,5,5
E01017359,6,5
E01017360,4,3
E01017361,6,7
E01017362,5,4
E01017363,4,2
E01017364,8,3
E01017365,6,5
E01017366,4,2
E01017367,6,7
E01017368,6,5
E01017369,8,5
E01017370,5,4
E01017371,7,10
E01017372,7,9
E01017373,7,10
E01017374,7,9
E01017375,7,9
E01017376,7,7
E01017377,7,9
E01017378,6,6
E01017379,1,7
E01017380,7,10
E01017381,7,9
E01017382,6,7
E01017383,7,8
E01017384,6,5
E01017385,6,6
E01017386,6,6
E01017387,7,8
E01017388,6,5
E01017389,1,9
E01017390,6,6
E01017391,6,6
E01017392,7,10
E01017393,7,10
E01017394,7,9
E01017397,7,10
E01017398,1,9
E01017399,7,10
E01017400,4,2
E01017401,7,10
E01017402,7,10
E01017403,7,9
E01017404,7,10
E01017405,7,10
E01017406,1,9
E01017407,7,10
E01017408,7,10
E01017409,7,10
E01017410,1,7
E01017411,7,7
E01017412,2,5
E01017413,7,10
E01017414,7,9
E01017415,7,10
E01017416,7,8
E01017417,7,9
E01017418,6,6
E01017419,7,10
E01017420,6,7
E01017421,1,9
E01017422,7,9
E01017423,1,7
E01017424,1,6
E01017425,7,8
E01017426,1,8
E01017427,6,7
E01017428,7,8
E01017429,7,9
E01017430,6,5
E01017431,6,7
E01017432,1,9
E01017433,5,3
E01017434,6,8
E01017435,6,7
E01017436,7,10
E01017437,6,6
E01017438,7,10
E01017439,7,9
E01017440,6,5
E01017441,1,8
E01017442,7,10
E01017443,7,10
E01017444,7,9
E01017445,1,9
E01017446,6,7
E01017447,7,10
E01017449,7,9
E01017450,7,9
E01017451,2,6
E01017452,7,9
E01017453,4,3
E01017454,7,9
E01017455,6,7
E01017456,7,9
E01017457,6,6
E01017458,1,8
E01017459,7,10
E01017460,1,9
E01017461,1,8
E01017462,7,10
E01017463,7,9
E01017464,2,7
E01017465,1,8
E01017466,4,1
E01017467,7,8
E01017468,7,8
E01017469,8,5
E01017470,7,9
E01017471,9,1
E01017472,4,2
E01017473,6,5
E01017474,4,2
E01017475,6,5
E01017476,6,4
E01017477,9,1
E01017478,7,7
E01017479,6,6
E01017480,1,8
E01017481,6,7
E01017482,5,4
E01017483,7,10
E01017484,5,3
E01017485,8,7
E01017486,1,5
E01017487,5,5
E01017488,7,8
E01017489,5,3
E01017490,4,2
E01017491,6,7
E01017492,4,2
E01017493,3,3
E01017495,7,9
E01017496,1,8
E01017497,8,5
E01017498,7,7
E01017499,5,3
E01017500,4,2
E01017501,5,3
E01017502,9,1
E01017503,8,5
E01017504,7,8
E01017505,5,4
E01017506,5,4
E01017507,6,6
E01017508,6,6
E01017509,4,2
E01017510,6,7
E01017511,6,6
E01017512,5,4
E01017513,6,7
E01017514,5,3
E01017515,5,3
E01017516,6,7
E01017517,6,7
E01017518,5,3
E01017519,3,2
E01017520,6,5
E01017521,5,4
E01017522,5,4
E01017523,4,2
E01017524,6,5
E01017525,5,4
E01017526,1,8
E01017527,1,6
E01017528,7,10
E01017529,7,8
E01017530,7,10
E01017531,4,2
E01017532,7,10
E01017533,7,9
E01017534,7,10
E01017535,5,4
E01017536,5,4
E01017537,4,2
E01017538,5,4
E01017539,5,3
E01017540,2,6
E01017541,7,9
E01017542,2,5
E01017543,2,4
E01017544,7,10
E01017545,2,7
E01017546,7,8
E01017547,2,6
E01017548,1,8
E01017549,7,9
E01017550,6,6
E01017551,7,9
E01017552,2,3
E01017553,7,10
E01017554,6,6
E01017555,8,4
E01017556,7,9
E01017557,5,5
E01017558,7,9
E01017559,7,9
E01017560,7,10
E01017561,1,7
E01017562,3,3
E01017563,7,10
E01017564,1,7
E01017565,7,9
E01017566,7,9
E01017567,6,4
E01017568,5,3
E01017569,6,6
E01017570,8,5
E01017571,6,6
E01017572,7,9
E01017573,7,9
E01017575,6,7
E01017576,7,9
E01017577,7,7
E01017578,7,7
E01017579,6,5
E01017580,5,3
E01017581,5,4
E01017582,7,9
E01017583,1,8
E01017584,6,7
E01017585,7,9
E01017586,6,5
E01017587,1,8
E01017588,1,5
E01017589,6,7
E01017590,7,9
E01017591,7,8
E01017592,8,6
E01017593,6,7
E01017594,4,2
E01017595,5,3
E01017596,5,4
E01017597,5,4
E01017598,1,8
E01017599,6,4
E01017600,6,5
E01017601,5,3
E01017602,4,2
E01017603,7,9
E01017604,7,9
E01017605,5,3
E01017606,7,10
E01017607,1,9
E01017608,6,7
E01017609,5,3
E01017610,7,10
E01017611,7,10
E01017612,1,9
E01017613,7,9
E01017614,1,9
E01017615,3,4
E01017616,1,6
E01017617,6,6
E01017618,4,3
E01017619,5,3
E01017620,7,8
E01017621,7,10
E01017622,6,7
E01017623,6,7
E01017624,1,9
E01017625,7,10
E01017626,7,10
E01017627,1,8
E01017628,1,8
E01017629,7,10
E01017630,7,10
E01017631,7,10
E01017632,7,10
E01017634,1,6
E01017635,7,9
E01017636,7,10
E01017637,7,9
E01017638,7,10
E01017639,7,10
E01017640,7,10
E01017641,1,9
E01017642,1,8
E01017643,1,8
E01017644,1,9
E01017645,6,5
E01017646,6,7
E01017647,7,10
E01017648,7,10
E01017649,7,9
E01017650,1,9
E01017651,7,10
E01017652,1,7
E01017653,7,8
E01017654,5,3
E01017655,7,9
E01017657,7,10
E01017658,1,8
E01017659,5,5
E01017660,1,8
E01017661,5,4
E01017662,5,4
E01017663,5,3
E01017664,7,10
E01017665,5,3
E01017666,5,4
E01017667,5,4
E01017668,7,7
E01017669,1,8
E01017670,1,8
E01017671,2,8
E01017672,7,9
E01017673,2,7
E01017674,2,6
E01017675,7,10
E01017676,1,9
E01017677,7,10
E01017678,1,9
E01017679,1,9
E01017680,6,7
E01017681,7,9
E01017682,7,10
E01017683,1,8
E01017684,1,9
E01017687,6,6
E01017688,7,8
E01017689,7,10
E01017690,7,8
E01017691,7,10
E01017692,1,8
E01017693,2,7
E01017694,1,8
E01017695,7,9
E01017696,7,10
E01017697,7,10
E01017698,6,6
E01017699,5,3
E01017700,7,10
E01017701,1,10
E01017702,7,9
E01017703,7,9
E01017704,1,8
E01017705,6,7
E01017706,5,5
E01017707,4,2
E01017708,5,4
E01017709,5,3
E01017710,6,6
E01017711,5,3
E01017712,5,4
E01017713,7,8
E01017714,1,9
E01017715,1,8
E01017716,1,9
E01017717,2,6
E01017718,1,8
E01017719,7,9
E01017720,2,7
E01017721,1,8
E01017722,7,9
E01017723,5,4
E01017724,5,4
E01017726,7,8
E01017727,7,10
E01017728,7,10
E01017729,7,10
E01017730,6,8
E01017731,6,8
E01017732,7,10
E01017733,1,7
E01017734,1,9
E01017735,1,8
E01017736,6,7
E01017737,7,10
E01017738,7,8
E01017739,7,10
E01017740,1,9
E01017741,6,8
E01017742,7,10
E01017743,6,7
E01017744,1,8
E01017745,1,10
E01017746,1,10
E01017747,7,8
E01017748,5,5
E01017749,1,10
E01017750,1,8
E01017751,7,10
E01017752,1,9
E01017753,6,7
E01017754,7,10
E01017755,7,10
E01017756,7,10
E01017757,7,10
E01017758,6,8
E01017759,7,9
E01017760,7,10
E01017761,7,10
E01017762,1,10
E01017763,7,10
E01017764,7,10
E01017765,1,10
E01017766,1,8
E01017767,7,9
E01017768,7,10
E01017769,7,10
E01017770,7,8
E01017771,7,10
E01017773,7,10
E01017774,7,10
E01017775,7,9
E01017776,6,8
E01017777,7,10
E01017778,1,9
E01017779,1,10
E01017780,7,10
E01017781,6,6
E01017782,1,10
E01017783,1,8
E01017784,1,10
E01017785,1,10
E01017786,7,10
E01017787,7,10
E01017788,6,8
E01017789,6,7
E01017790,5,4
E01017791,6,6
E01017792,6,7
E01017793,6,6
E01017794,7,10
E01017795,6,7
E01017796,7,10
E01017797,7,10
E01017798,7,10
E01017799,7,10
E01017800,1,7
E01017801,7,10
E01017802,6,8
E01017803,1,7
E01017804,7,8
E01017805,5,5
E01017806,7,10
E01017807,7,9
E01017808,6,6
E01017809,6,6
E01017810,6,6
E01017811,7,8
E01017812,1,6
E01017813,1,8
E01017814,1,8
E01017815,7,10
E01017816,7,10
E01017817,1,8
E01017818,1,7
E01017819,7,10
E01017820,7,10
E01017821,1,8
E01017822,1,10
E01017823,1,6
E01017824,1,8
E01017825,7,9
E01017826,6,7
E01017827,6,6
E01017828,6,6
E01017829,1,8
E01017830,7,9
E01017831,7,10
E01017832,1,7
E01017833,1,9
E01017834,1,7
E01017835,1,7
E01017836,6,8
E01017837,8,4
E01017838,1,8
E01017839,1,6
E01017840,7,9
E01017841,1,9
E01017842,1,8
E01017843,7,9
E01017844,5,5
E01017845,5,5
E01017846,6,7
E01017847,7,10
E01017848,7,10
E01017849,1,10
E01017850,5,4
E01017851,6,6
E01017852,6,6
E01017853,7,9
E01017854,2,5
E01017855,7,8
E01017856,6,5
E01017857,5,3
E01017858,6,6
E01017859,7,9
E01017860,6,6
E01017861,7,10
E01017862,7,10
E01017863,7,10
E01017864,7,10
E01017865,7,10
E01017866,7,10
E01017867,6,5
E01017868,7,10
E01017869,1,10
E01017870,7,10
E01017871,7,10
E01017872,1,10
E01017873,7,10
E01017874,7,10
E01017875,1,9
E01017876,7,10
E01017877,1,9
E01017878,2,6
E01017880,7,10
E01017881,7,10
E01017882,7,10
E01017883,7,10
E01017884,7,10
E01017885,1,10
E01017886,1,8
E01017887,7,10
E01017888,1,9
E01017889,6,7
E01017890,7,10
E01017891,7,10
E01017892,7,10
E01017893,6,7
E01017894,7,10
E01017895,7,9
E01017896,7,10
E01017897,7,10
E01017898,1,6
E01017899,5,4
E01017900,6,5
E01017901,5,4
E01017902,5,5
E01017903,5,5
E01017904,5,4
E01017905,5,4
E01017906,5,3
E01017907,5,5
E01017908,6,5
E01017909,6,7
E01017910,1,8
E01017911,6,6
E01017912,7,9
E01017913,6,5
E01017914,7,9
E01017915,1,7
E01017916,1,8
E01017917,7,10
E01017918,6,8
E01017919,7,7
E01017920,7,9
E01017921,1,8
E01017922,6,6
E01017923,6,5
E01017924,7,10
E01017925,1,6
E01017926,5,4
E01017927,7,9
E01017928,6,7
E01017929,6,6
E01017930,7,10
E01017931,6,8
E01017932,1,10
E01017933,7,8
E01017934,6,6
E01017935,7,10
E01017936,7,10
E01017937,7,10
E01017938,7,10
E01017939,7,9
E01017940,1,8
E01017941,7,8
E01017942,7,10
E01017943,8,6
E01017944,3,3
E01017945,2,4
E01017946,3,2
E01017947,6,5
E01017948,4,2
E01017949,8,6
E01017950,7,9
E01017951,6,5
E01017952,3,3
E01017953,5,5
E01017954,8,5
E01017955,7,10
E01017956,1,8
E01017957,7,10
E01017958,1,8
E01017959,7,10
E01017960,6,5
E01017961,6,5
E01017962,6,6
E01017963,6,6
E01017964,7,10
E01017965,6,6
E01017966,1,8
E01017967,6,5
E01017968,7,9
E01017969,6,7
E01017971,5,3
E01017972,6,5
E01017973,6,5
E01017974,8,5
E01017975,5,3
E01017976,7,7
E01017977,5,2
E01017978,5,3
E01017979,5,3
E01017980,7,7
E01017983,7,8
E01017984,1,9
E01017985,7,10
E01017986,1,9
E01017987,7,8
E01017988,7,9
E01017989,7,7
E01017990,7,8
E01017991,8,5
E01017992,7,8
E01017993,1,9
E01017994,6,6
E01017995,7,10
E01017996,7,10
E01017997,8,6
E01017998,7,9
E01017999,8,5
E01018000,7,7
E01018001,7,8
E01018002,6,7
E01018003,6,7
E01018005,8,5
E01018006,7,9
E01018007,7,10
E01018008,7,9
E01018009,8,4
E01018010,1,9
E01018011,1,7
E01018012,7,9
E01018013,7,10
E01018014,7,10
E01018015,7,10
E01018016,6,5
E01018017,2,6
E01018019,7,10
E01018020,2,6
E01018021,6,8
E01018022,1,7
E01018023,2,7
E01018024,2,5
E01018025,7,8
E01018026,1,8
E01018027,1,9
E01018029,1,9
E01018030,6,6
E01018032,1,9
E01018033,6,5
E01018034,7,9
E01018035,2,6
E01018036,6,6
E01018037,7,9
E01018038,1,9
E01018039,7,9
E01018040,7,10
E01018041,6,5
E01018042,6,6
E01018043,6,7
E01018044,2,4
E01018045,6,6
E01018046,5,5
E01018047,1,6
E01018049,2,6
E01018050,7,8
E01018051,6,6
E01018052,6,6
E01018053,6,7
E01018054,7,8
E01018055,7,10
E01018056,6,7
E01018057,1,7
E01018058,6,8
E01018059,1,5
E01018060,3,4
E01018061,6,6
E01018062,5,5
E01018063,5,2
E01018064,6,7
E01018065,6,7
E01018066,4,3
E01018067,5,5
E01018068,3,2
E01018069,6,5
E01018070,5,3
E01018071,4,2
E01018072,5,4
E01018073,5,3
E01018074,6,7
E01018075,4,2
E01018076,6,6
E01018077,5,4
E01018078,9,1
E01018079,5,5
E01018080,6,5
E01018081,5,3
E01018082,6,5
E01018083,5,4
E01018084,5,4
E01018085,6,7
E01018086,5,4
E01018087,5,3
E01018088,6,5
E01018090,5,3
E01018091,3,3
E01018092,5,3
E01018093,5,3
E01018094,5,3
E01018095,5,4
E01018096,6,5
E01018097,3,2
E01018098,6,6
E01018099,7,8
E01018100,5,4
E01018101,6,7
E01018102,5,4
E01018103,9,1
E01018104,5,4
E01018105,6,5
E01018106,6,5
E01018107,9,1
E01018108,9,1
E01018109,5,4
E01018110,6,6
E01018111,6,6
E01018113,7,8
E01018115,1,7
E01018116,1,10
E01018117,6,8
E01018118,7,10
E01018119,7,9
E01018120,7,9
E01018121,7,10
E01018122,7,10
E01018123,7,9
E01018124,7,10
E01018125,2,7
E01018126,2,6
E01018127,1,7
E01018128,2,5
E01018129,1,7
E01018130,7,10
E01018131,6,5
E01018132,7,7
E01018133,7,9
E01018134,7,10
E01018135,1,6
E01018136,1,8
E01018137,1,8
E01018138,8,5
E01018139,6,5
E01018140,1,7
E01018141,7,10
E01018142,6,5
E01018143,4,2
E01018144,4,2
E01018145,5,4
E01018146,5,4
E01018147,5,3
E01018148,1,8
E01018149,7,10
E01018150,6,6
E01018151,1,6
E01018152,1,8
E01018153,1,8
E01018154,7,9
E01018155,7,10
E01018156,1,6
E01018157,2,5
E01018158,6,5
E01018159,7,8
E01018160,5,3
E01018161,7,9
E01018162,1,9
E01018163,6,5
E01018164,7,8
E01018165,1,6
E01018166,7,8
E01018167,7,10
E01018168,6,7
E01018169,6,6
E01018170,6,6
E01018171,7,9
E01018172,7,9
E01018173,1,9
E01018174,7,9
E01018175,1,10
E01018176,7,10
E01018177,7,9
E01018178,7,9
E01018179,5,4
E01018180,5,3
E01018181,7,9
E01018182,6,7
E01018183,6,5
E01018184,5,4
E01018185,6,7
E01018186,6,6
E01018187,6,6
E01018188,6,7
E01018189,7,10
E01018190,6,6
E01018191,7,9
E01018192,1,7
E01018193,7,10
E01018194,1,8
E01018195,6,6
E01018196,2,5
E01018197,6,8
E01018198,7,10
E01018199,7,9
E01018200,7,9
E01018201,7,9
E01018202,1,10
E01018203,1,8
E01018204,1,9
E01018205,7,9
E01018206,1,8
E01018207,1,5
E01018208,6,5
E01018209,1,9
E01018210,6,6
E01018211,7,10
E01018212,6,5
E01018213,6,5
E01018214,5,5
E01018215,7,8
E01018216,7,9
E01018217,6,7
E01018218,1,7
E01018219,1,9
E01018220,2,7
E01018221,1,8
E01018222,1,9
E01018223,1,7
E01018224,1,8
E01018225,2,7
E01018226,3,3
E01018227,7,8
E01018228,1,8
E01018231,1,9
E01018232,7,10
E01018233,6,5
E01018234,7,10
E01018235,7,10
E01018236,6,8
E01018237,7,9
E01018238,1,9
E01018239,7,10
E01018240,7,9
E01018241,1,9
E01018242,6,8
E01018243,1,7
E01018244,7,10
E01018245,7,10
E01018246,1,8
E01018247,2,6
E01018248,1,10
E01018249,7,10
E01018250,7,10
E01018251,7,10
E01018252,1,9
E01018253,7,10
E01018254,1,8
E01018255,1,7
E01018256,7,10
E01018257,6,8
E01018258,7,10
E01018259,7,9
E01018260,7,10
E01018262,7,10
E01018263,7,10
E01018264,6,7
E01018265,7,10
E01018266,7,10
E01018267,7,10
E01018268,1,8
E01018269,6,7
E01018270,1,8
E01018271,6,7
E01018272,7,10
E01018273,6,5
E01018274,7,8
E01018275,1,9
E01018276,6,7
E01018277,1,8
E01018278,1,9
E01018279,6,7
E01018280,7,9
E01018281,6,6
E01018282,7,10
E01018283,7,10
E01018284,7,10
E01018285,7,10
E01018286,1,7
E01018287,1,8
E01018288,7,10
E01018289,1,8
E01018290,1,8
E01018291,1,9
E01018292,1,10
E01018293,7,10
E01018294,6,7
E01018295,7,10
E01018296,1,8
E01018297,2,6
E01018298,1,8
E01018299,7,9
E01018300,1,6
E01018301,7,10
E01018302,1,8
E01018303,7,9
E01018304,6,5
E01018305,7,10
E01018306,7,10
E01018307,7,9
E01018308,2,5
E01018309,5,3
E01018310,9,1
E01018311,9,1
E01018312,4,2
E01018313,5,5
E01018314,4,2
E01018315,5,4
E01018316,9,2
E01018317,10,1
E01018319,8,5
E01018320,7,10
E01018321,7,10
E01018322,7,10
E01018323,1,8
E01018324,7,10
E01018325,7,10
E01018326,8,4
E01018327,5,3
E01018328,7,8
E01018329,8,4
E01018330,1,8
E01018331,2,7
E01018332,6,6
E01018333,7,9
E01018334,7,10
E01018335,2,7
E01018336,6,6
E01018337,8,3
E01018338,6,7
E01018339,7,10
E01018340,6,6
E01018341,7,8
E01018342,7,8
E01018343,5,4
E01018344,7,9
E01018345,6,7
E01018346,7,10
E01018347,4,3
E01018348,1,7
E01018349,7,9
E01018350,7,10
E01018351,10,1
E01018352,6,6
E01018353,6,7
E01018354,4,3
E01018355,6,6
E01018356,2,6
E01018357,2,7
E01018358,1,9
E01018359,1,8
E01018360,1,7
E01018361,7,8
E01018362,7,10
E01018363,7,8
E01018364,4,2
E01018365,7,9
E01018366,7,10
E01018367,8,5
E01018368,7,9
E01018369,2,6
E01018370,7,10
E01018371,1,7
E01018372,1,7
E01018373,2,6
E01018374,7,7
E01018375,7,9
E01018376,7,9
E01018377,7,10
E01018378,4,3
E01018379,6,7
E01018380,6,6
E01018381,7,8
E01018382,6,5
E01018383,7,9
E01018384,7,9
E01018385,7,10
E01018386,7,9
E01018387,7,10
E01018388,4,2
E01018389,7,10
E01018390,7,9
E01018391,6,8
E01018392,7,10
E01018393,2,7
E01018394,2,6
E01018395,6,7
E01018396,5,4
E01018397,7,10
E01018398,5,3
E01018399,6,6
E01018400,4,2
E01018401,5,3
E01018402,5,3
E01018403,1,9
E01018404,7,10
E01018405,7,10
E01018406,1,10
E01018407,7,10
E01018408,7,10
E01018409,6,7
E01018410,7,10
E01018411,1,10
E01018412,1,7
E01018413,7,10
E01018414,7,10
E01018415,6,8
E01018416,7,10
E01018417,1,7
E01018418,2,5
E01018419,7,9
E01018420,1,9
E01018421,6,6
E01018422,6,6
E01018423,4,3
E01018424,7,8
E01018425,6,6
E01018426,6,5
E01018427,7,9
E01018428,6,7
E01018429,6,7
E01018430,7,9
E01018431,7,9
E01018432,6,7
E01018433,6,7
E01018434,7,8
E01018435,5,3
E01018436,7,10
E01018437,5,4
E01018438,7,10
E01018439,7,10
E01018440,7,8
E01018441,1,8
E01018442,7,9
